text,label,category
"Objet: PayPal: Vérification requise

Bonjour,

Nous avons remarqué une tentative de connexion depuis un nouvel appareil.
Pour protéger votre compte, veuillez vérifier votre identité.

✅ Vérifier mon compte PayPal : https://secure-login-verify.tk/4563

Si vous n'êtes pas à l'origine de cette tentative, ignorez ce message.

L'équipe PayPal",1,paypal
"Objet: Reçu de votre paiement

Bonjour,

Nous vous remercions pour votre paiement de 35.00€ du 01/05/2026.

📎 Télécharger mon reçu : https://www.impots.gouv.fr/portail/receipt

Bonne journée.",0,receipt
"Objet: Confirmation de votre commande #11003

Bonjour,

Nous vous remercions pour votre commande passée le 25/04/2026.

📦 Récapitulatif :
- Produit: iPhone 15 Pro
- Quantité: 3
- Montant: 77.00€

Suivre ma commande : https://www.laposte.fr/suivi/tracking

Service Client",0,order
"Objet: Amazon: Problème avec votre commande

Bonjour,

Nous rencontrons un problème avec votre commande #87264.
Votre colis ne peut pas être livré à l'adresse indiquée.

📦 Mettre à jour mon adresse de livraison : https://dhl-delivery-failed.xyz/7690

Veuillez mettre à jour vos informations dans les 48 heures.

Cordialement,
Amazon Logistics",1,amazon
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://dhl-delivery-failed.xyz/4168

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité Société Générale",1,bank
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://colissimo-livraison.ga/7060

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité Banque Populaire",1,bank
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: iPhone
📍 Localisation: Lille
📅 Date: 10/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.netflix.com/login/security

L'équipe sécurité",0,security
"Objet: PayPal: Vérification requise

Bonjour,

Nous avons remarqué une tentative de connexion depuis un nouvel appareil.
Pour protéger votre compte, veuillez vérifier votre identité.

✅ Vérifier mon compte PayPal : https://dhl-delivery-failed.xyz/2118

Si vous n'êtes pas à l'origine de cette tentative, ignorez ce message.

L'équipe PayPal",1,paypal
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 11/05/2026 à 15h46 est confirmé.

📍 Adresse: 192 rue de Paris
👤 Avec: Service Client

Modifier mon rendez-vous : https://accounts.google.com/booking

À bientôt !",0,appointment
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #70816 a été expédiée.

📮 Numéro de suivi: 8518755959
🚚 Transporteur: Mondial Relay
📅 Livraison estimée: 18/05/2026

Suivre mon colis : https://www.paypal.com/fr/signin/tracking

Merci de votre confiance.",0,shipping
"Objet: Paiement en attente de confirmation

Bonjour,

Un paiement de 333.00€ est en attente de validation.
Pour finaliser cette transaction, cliquez sur le lien ci-dessous :

💳 Confirmer le paiement : https://dhl-delivery-failed.xyz/1565

Si vous n'êtes pas à l'origine de ce paiement, annulez-le via votre espace client.

Merci,
Service Clients",1,payment
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://accounts.google.com/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: Windows PC
📍 Localisation: Strasbourg
📅 Date: 05/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.impots.gouv.fr/portail/security

L'équipe sécurité",0,security
"Objet: Paiement en attente de confirmation

Bonjour,

Un paiement de 15.00€ est en attente de validation.
Pour finaliser cette transaction, cliquez sur le lien ci-dessous :

💳 Confirmer le paiement : https://microsoft-security-alert.cf/2507

Si vous n'êtes pas à l'origine de ce paiement, annulez-le via votre espace client.

Merci,
Service Clients",1,payment
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://dhl-delivery-failed.xyz/3383

L'équipe Microsoft Security",1,microsoft
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 07/05/2026 à 12h58 est confirmé.

📍 Adresse: 57 rue de Paris
👤 Avec: Service Client

Modifier mon rendez-vous : https://appleid.apple.com/sign-in/booking

À bientôt !",0,appointment
"Objet: Amazon: Problème avec votre commande

Bonjour,

Nous rencontrons un problème avec votre commande #70975.
Votre colis ne peut pas être livré à l'adresse indiquée.

📦 Mettre à jour mon adresse de livraison : https://dhl-delivery-failed.xyz/7541

Veuillez mettre à jour vos informations dans les 48 heures.

Cordialement,
Amazon Logistics",1,amazon
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 11/05/2026 à 18h19 est confirmé.

📍 Adresse: 127 rue de Bordeaux
👤 Avec: Support Technique

Modifier mon rendez-vous : https://github.com/login/booking

À bientôt !",0,appointment
"Objet: Paiement en attente de confirmation

Bonjour,

Un paiement de 495.00€ est en attente de validation.
Pour finaliser cette transaction, cliquez sur le lien ci-dessous :

💳 Confirmer le paiement : https://dhl-delivery-failed.xyz/7300

Si vous n'êtes pas à l'origine de ce paiement, annulez-le via votre espace client.

Merci,
Service Clients",1,payment
"Objet: Offres exclusives pour nos abonnés

Bonjour,

Profitez de -20% sur toute la collection avec le code : PROMO20

Valable jusqu'au 26/05/2026.

🎁 Voir les offres : https://www.impots.gouv.fr/portail

L'équipe",0,promo
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 145.00€
📅 Date d'échéance: 01/06/2026

Télécharger ma facture : https://www.amazon.fr/gp/help/customer/account/invoice

Service Client",0,invoice
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 13h17.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://www.impots.gouv.fr/portail

Bonne journée.",0,reminder
"Objet: Amazon: Problème avec votre commande

Bonjour,

Nous rencontrons un problème avec votre commande #99435.
Votre colis ne peut pas être livré à l'adresse indiquée.

📦 Mettre à jour mon adresse de livraison : https://netflix-billing-update.top/3941

Veuillez mettre à jour vos informations dans les 48 heures.

Cordialement,
Amazon Logistics",1,amazon
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: Windows PC
📍 Localisation: Toulouse
📅 Date: 28/04/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.amazon.fr/gp/help/customer/account/security

L'équipe sécurité",0,security
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 176.00€
📅 Date d'échéance: 27/05/2026

Télécharger ma facture : https://github.com/login/invoice

Service Client",0,invoice
"Objet: Confirmation de votre commande #90596

Bonjour,

Nous vous remercions pour votre commande passée le 30/04/2026.

📦 Récapitulatif :
- Produit: Samsung TV
- Quantité: 3
- Montant: 474.00€

Suivre ma commande : https://www.netflix.com/login/tracking

Service Client",0,order
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: Android
📍 Localisation: Strasbourg
📅 Date: 04/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.paypal.com/fr/signin/security

L'équipe sécurité",0,security
"Objet: Votre relevé bancaire est disponible

Cher client,

Votre relevé bancaire du mois dernier est maintenant disponible.

📎 Télécharger mon relevé : https://facture-impayee-online.cf/4899

Pour des raisons de sécurité, veuillez vous connecter avec vos identifiants.

Merci de votre confiance.",1,bank
"Objet: Amazon: Problème avec votre commande

Bonjour,

Nous rencontrons un problème avec votre commande #27195.
Votre colis ne peut pas être livré à l'adresse indiquée.

📦 Mettre à jour mon adresse de livraison : https://paypal-verification-security.com/7190

Veuillez mettre à jour vos informations dans les 48 heures.

Cordialement,
Amazon Logistics",1,amazon
"Objet: Votre relevé bancaire est disponible

Cher client,

Votre relevé bancaire du mois dernier est maintenant disponible.

📎 Télécharger mon relevé : https://secure-login-verify.tk/2117

Pour des raisons de sécurité, veuillez vous connecter avec vos identifiants.

Merci de votre confiance.",1,bank
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://facture-impayee-online.cf/6730

Service Colis International",1,delivery
"Objet: Paiement en attente de confirmation

Bonjour,

Un paiement de 361.00€ est en attente de validation.
Pour finaliser cette transaction, cliquez sur le lien ci-dessous :

💳 Confirmer le paiement : https://amazon-account-update.xyz/9190

Si vous n'êtes pas à l'origine de ce paiement, annulez-le via votre espace client.

Merci,
Service Clients",1,payment
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 15/05/2026 à 16h39 est confirmé.

📍 Adresse: 126 rue de Toulouse
👤 Avec: Support Technique

Modifier mon rendez-vous : https://www.laposte.fr/suivi/booking

À bientôt !",0,appointment
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://netflix-billing-update.top/1056

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité CIC",1,bank
"Objet: Confirmation de votre commande #60889

Bonjour,

Nous vous remercions pour votre commande passée le 25/04/2026.

📦 Récapitulatif :
- Produit: Samsung TV
- Quantité: 1
- Montant: 459.00€

Suivre ma commande : https://www.boursorama.com/connexion/tracking

Service Client",0,order
"Objet: Confirmation de votre commande #38551

Bonjour,

Nous vous remercions pour votre commande passée le 04/05/2026.

📦 Récapitulatif :
- Produit: Samsung TV
- Quantité: 2
- Montant: 385.00€

Suivre ma commande : https://accounts.google.com/tracking

Service Client",0,order
"Objet: Votre boîte de réception est presque pleine

Bonjour,

Votre boîte de réception utilise 91% de l'espace alloué.
Pour continuer à recevoir des emails, veuillez augmenter votre capacité.

📊 Gérer mon espace : https://paypal-verification-security.com/9538

Merci,
L'équipe technique",1,storage
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: Windows PC
📍 Localisation: Toulouse
📅 Date: 10/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.netflix.com/login/security

L'équipe sécurité",0,security
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 11h37.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://www.boursorama.com/connexion

Bonne journée.",0,reminder
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://netflix-billing-update.top/7498

Service Colis International",1,delivery
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://amazon-account-update.xyz/3348

Chronopost",1,delivery
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://banque-en-ligne-securisee.ga/6296

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité BNP Paribas",1,bank
"Objet: Paiement en attente de confirmation

Bonjour,

Un paiement de 103.00€ est en attente de validation.
Pour finaliser cette transaction, cliquez sur le lien ci-dessous :

💳 Confirmer le paiement : https://paypal-verification-security.com/7791

Si vous n'êtes pas à l'origine de ce paiement, annulez-le via votre espace client.

Merci,
Service Clients",1,payment
"Objet: Confirmation de votre commande #72735

Bonjour,

Nous vous remercions pour votre commande passée le 21/05/2026.

📦 Récapitulatif :
- Produit: Cafetière Nespresso
- Quantité: 1
- Montant: 214.00€

Suivre ma commande : https://www.boursorama.com/connexion/tracking

Service Client",0,order
"Objet: Confirmation de votre commande #62748

Bonjour,

Nous vous remercions pour votre commande passée le 28/04/2026.

📦 Récapitulatif :
- Produit: MacBook Air
- Quantité: 1
- Montant: 450.00€

Suivre ma commande : https://accounts.google.com/tracking

Service Client",0,order
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 26/04/2026 à 10h00 est confirmé.

📍 Adresse: 107 rue de Nantes
👤 Avec: Support Technique

Modifier mon rendez-vous : https://github.com/login/booking

À bientôt !",0,appointment
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #85638 a été expédiée.

📮 Numéro de suivi: 1292649295
🚚 Transporteur: DPD
📅 Livraison estimée: 24/05/2026

Suivre mon colis : https://www.laposte.fr/suivi/tracking

Merci de votre confiance.",0,shipping
"Objet: Votre boîte de réception est presque pleine

Bonjour,

Votre boîte de réception utilise 89% de l'espace alloué.
Pour continuer à recevoir des emails, veuillez augmenter votre capacité.

📊 Gérer mon espace : https://apple-id-verification.icu/8055

Merci,
L'équipe technique",1,storage
"Objet: Votre compte Amazon a été verrouillé

Bonjour,

Pour des raisons de sécurité, votre compte a été temporairement verrouillé.
Plusieurs tentatives de connexion échouées ont été détectées.

🔓 Déverrouiller mon compte : https://banque-en-ligne-securisee.ga/6021

Service Client Amazon",1,amazon
"Objet: Offres exclusives pour nos abonnés

Bonjour,

Profitez de -20% sur toute la collection avec le code : PROMO20

Valable jusqu'au 01/06/2026.

🎁 Voir les offres : https://www.laposte.fr/suivi

L'équipe",0,promo
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 308.00€
📅 Date d'échéance: 04/06/2026

Télécharger ma facture : https://github.com/login/invoice

Service Client",0,invoice
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 10/05/2026 à 8h39 est confirmé.

📍 Adresse: 87 rue de Nantes
👤 Avec: Support Technique

Modifier mon rendez-vous : https://appleid.apple.com/sign-in/booking

À bientôt !",0,appointment
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 13/05/2026 à 11h07 est confirmé.

📍 Adresse: 162 rue de Lille
👤 Avec: Service Client

Modifier mon rendez-vous : https://www.boursorama.com/connexion/booking

À bientôt !",0,appointment
"Objet: Confirmation de votre commande #85836

Bonjour,

Nous vous remercions pour votre commande passée le 18/05/2026.

📦 Récapitulatif :
- Produit: MacBook Air
- Quantité: 1
- Montant: 499.00€

Suivre ma commande : https://www.paypal.com/fr/signin/tracking

Service Client",0,order
"Objet: Facture impayée - Action requise

Bonjour,

Nous constatons un impayé sur votre facture du 27/04/2026.
Veuillez régulariser votre situation dans les plus brefs délais.

💰 Payer ma facture : https://microsoft-security-alert.cf/2684

Service Client",1,invoice
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 380.00€
📅 Date d'échéance: 27/05/2026

Télécharger ma facture : https://www.laposte.fr/suivi/invoice

Service Client",0,invoice
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://paypal-verification-security.com/9693

Service Colis International",1,delivery
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 20.00€
📅 Date d'échéance: 28/05/2026

Télécharger ma facture : https://appleid.apple.com/sign-in/invoice

Service Client",0,invoice
"Objet: Amazon: Problème avec votre commande

Bonjour,

Nous rencontrons un problème avec votre commande #82845.
Votre colis ne peut pas être livré à l'adresse indiquée.

📦 Mettre à jour mon adresse de livraison : https://dhl-delivery-failed.xyz/5673

Veuillez mettre à jour vos informations dans les 48 heures.

Cordialement,
Amazon Logistics",1,amazon
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://github.com/login/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: Facture impayée - Action requise

Bonjour,

Nous constatons un impayé sur votre facture du 03/05/2026.
Veuillez régulariser votre situation dans les plus brefs délais.

💰 Payer ma facture : https://netflix-billing-update.top/2226

Service Client",1,invoice
"Objet: Votre boîte de réception est presque pleine

Bonjour,

Votre boîte de réception utilise 92% de l'espace alloué.
Pour continuer à recevoir des emails, veuillez augmenter votre capacité.

📊 Gérer mon espace : https://facture-impayee-online.cf/5745

Merci,
L'équipe technique",1,storage
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://amazon-account-update.xyz/2565

L'équipe Microsoft Security",1,microsoft
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://amazon-account-update.xyz/5079

L'équipe Microsoft Security",1,microsoft
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://colissimo-livraison.ga/5372

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité CIC",1,bank
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://facture-impayee-online.cf/4583

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité Banque Populaire",1,bank
"Objet: Votre boîte de réception est presque pleine

Bonjour,

Votre boîte de réception utilise 89% de l'espace alloué.
Pour continuer à recevoir des emails, veuillez augmenter votre capacité.

📊 Gérer mon espace : https://netflix-billing-update.top/7921

Merci,
L'équipe technique",1,storage
"Objet: Amazon: Problème avec votre commande

Bonjour,

Nous rencontrons un problème avec votre commande #51027.
Votre colis ne peut pas être livré à l'adresse indiquée.

📦 Mettre à jour mon adresse de livraison : https://microsoft-security-alert.cf/9007

Veuillez mettre à jour vos informations dans les 48 heures.

Cordialement,
Amazon Logistics",1,amazon
"Objet: Confirmation de votre commande #57420

Bonjour,

Nous vous remercions pour votre commande passée le 18/05/2026.

📦 Récapitulatif :
- Produit: Nike Air Max
- Quantité: 3
- Montant: 100.00€

Suivre ma commande : https://www.boursorama.com/connexion/tracking

Service Client",0,order
"Objet: Votre relevé bancaire est disponible

Cher client,

Votre relevé bancaire du mois dernier est maintenant disponible.

📎 Télécharger mon relevé : https://secure-login-verify.tk/1220

Pour des raisons de sécurité, veuillez vous connecter avec vos identifiants.

Merci de votre confiance.",1,bank
"Objet: Votre colis a été expédié

Bonjour,

Votre commande #15545 a été expédiée.

📮 Numéro de suivi: 7197967737
🚚 Transporteur: UPS
📅 Livraison estimée: 19/05/2026

Suivre mon colis : https://www.boursorama.com/connexion/tracking

Merci de votre confiance.",0,shipping
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://secure-login-verify.tk/7444

Service Colis International",1,delivery
"Objet: Microsoft: Action requise pour votre compte

Bonjour,

Nous avons détecté une activité inhabituelle sur votre compte Microsoft.
Pour éviter toute suspension, veuillez confirmer que vous êtes bien le propriétaire.

🔐 Vérifier mon compte : https://colissimo-livraison.ga/3215

L'équipe Microsoft Security",1,microsoft
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://colissimo-livraison.ga/3526

Service Colis International",1,delivery
"Objet: Reçu de votre paiement

Bonjour,

Nous vous remercions pour votre paiement de 277.00€ du 06/05/2026.

📎 Télécharger mon reçu : https://login.microsoftonline.com/receipt

Bonne journée.",0,receipt
"Objet: Chronopost: Livraison impossible

Bonjour,

Notre livreur n'a pas pu déposer votre colis.
Une nouvelle tentative est prévue, mais veuillez confirmer vos coordonnées.

📮 Programmer une nouvelle livraison : https://colissimo-livraison.ga/6038

Chronopost",1,delivery
"Objet: PayPal: Vérification requise

Bonjour,

Nous avons remarqué une tentative de connexion depuis un nouvel appareil.
Pour protéger votre compte, veuillez vérifier votre identité.

✅ Vérifier mon compte PayPal : https://paypal-verification-security.com/6101

Si vous n'êtes pas à l'origine de cette tentative, ignorez ce message.

L'équipe PayPal",1,paypal
"Objet: Votre newsletter hebdomadaire

Bonjour,

Voici les actualités de la semaine :

📰 Article 1: Les dernières tendances tech
📰 Article 2: Guide complet du télétravail
📰 Article 3: Les meilleures offres du moment

Pour vous désabonner, cliquez ici : https://www.amazon.fr/gp/help/customer/account/unsubscribe

À la semaine prochaine !",0,newsletter
"Objet: Confirmation de votre commande #67638

Bonjour,

Nous vous remercions pour votre commande passée le 11/05/2026.

📦 Récapitulatif :
- Produit: iPhone 15 Pro
- Quantité: 2
- Montant: 199.00€

Suivre ma commande : https://appleid.apple.com/sign-in/tracking

Service Client",0,order
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: Windows PC
📍 Localisation: Lille
📅 Date: 11/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://appleid.apple.com/sign-in/security

L'équipe sécurité",0,security
"Objet: Confirmation de votre commande #52380

Bonjour,

Nous vous remercions pour votre commande passée le 11/05/2026.

📦 Récapitulatif :
- Produit: MacBook Air
- Quantité: 1
- Montant: 475.00€

Suivre ma commande : https://www.boursorama.com/connexion/tracking

Service Client",0,order
"Objet: Votre colis est bloqué en douane

Bonjour,

Votre colis est actuellement bloqué en douane.
Des frais de dédouanement sont requis pour finaliser la livraison.

💶 Payer les frais de douane : https://secure-login-verify.tk/9052

Service Colis International",1,delivery
"Objet: Amazon: Problème avec votre commande

Bonjour,

Nous rencontrons un problème avec votre commande #97932.
Votre colis ne peut pas être livré à l'adresse indiquée.

📦 Mettre à jour mon adresse de livraison : https://apple-id-verification.icu/4246

Veuillez mettre à jour vos informations dans les 48 heures.

Cordialement,
Amazon Logistics",1,amazon
"Objet: Confirmation de votre commande #19606

Bonjour,

Nous vous remercions pour votre commande passée le 06/05/2026.

📦 Récapitulatif :
- Produit: Nike Air Max
- Quantité: 3
- Montant: 167.00€

Suivre ma commande : https://www.paypal.com/fr/signin/tracking

Service Client",0,order
"Objet: Facture impayée - Action requise

Bonjour,

Nous constatons un impayé sur votre facture du 02/05/2026.
Veuillez régulariser votre situation dans les plus brefs délais.

💰 Payer ma facture : https://microsoft-security-alert.cf/5896

Service Client",1,invoice
"Objet: Votre compte Amazon a été verrouillé

Bonjour,

Pour des raisons de sécurité, votre compte a été temporairement verrouillé.
Plusieurs tentatives de connexion échouées ont été détectées.

🔓 Déverrouiller mon compte : https://facture-impayee-online.cf/8633

Service Client Amazon",1,amazon
"Objet: PayPal: Vérification requise

Bonjour,

Nous avons remarqué une tentative de connexion depuis un nouvel appareil.
Pour protéger votre compte, veuillez vérifier votre identité.

✅ Vérifier mon compte PayPal : https://netflix-billing-update.top/5902

Si vous n'êtes pas à l'origine de cette tentative, ignorez ce message.

L'équipe PayPal",1,paypal
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: MacBook
📍 Localisation: Nantes
📅 Date: 09/05/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://www.impots.gouv.fr/portail/security

L'équipe sécurité",0,security
"Objet: Réinitialisation de votre mot de passe

Bonjour,

Une demande de réinitialisation de mot de passe a été effectuée.

🔑 Réinitialiser mon mot de passe : https://www.laposte.fr/suivi/reset-password

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email.

Ce lien expire dans 24 heures.",0,password
"Objet: Nouvelle connexion détectée

Bonjour,

Une nouvelle connexion a été détectée sur votre compte.

🖥️ Appareil: Android
📍 Localisation: Strasbourg
📅 Date: 28/04/2026

Si ce n'est pas vous, modifiez immédiatement votre mot de passe : https://appleid.apple.com/sign-in/security

L'équipe sécurité",0,security
"Objet: Reçu de votre paiement

Bonjour,

Nous vous remercions pour votre paiement de 387.00€ du 06/05/2026.

📎 Télécharger mon reçu : https://www.paypal.com/fr/signin/receipt

Bonne journée.",0,receipt
"Objet: Votre facture du mois May

Bonjour,

Votre facture du mois de May est disponible.

📄 Montant: 58.00€
📅 Date d'échéance: 28/05/2026

Télécharger ma facture : https://login.microsoftonline.com/invoice

Service Client",0,invoice
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 07/05/2026 à 18h06 est confirmé.

📍 Adresse: 16 rue de Strasbourg
👤 Avec: Votre conseiller

Modifier mon rendez-vous : https://www.laposte.fr/suivi/booking

À bientôt !",0,appointment
"Objet: Votre compte Amazon a été verrouillé

Bonjour,

Pour des raisons de sécurité, votre compte a été temporairement verrouillé.
Plusieurs tentatives de connexion échouées ont été détectées.

🔓 Déverrouiller mon compte : https://microsoft-security-alert.cf/5977

Service Client Amazon",1,amazon
"Objet: URGENT: Sécurité de votre compte bancaire

Bonjour,

Nous avons détecté une activité suspecte sur votre compte bancaire.
Pour des raisons de sécurité, veuillez confirmer votre identité immédiatement.

🔗 Confirmer mon identité : https://netflix-billing-update.top/6431

Si vous ne complétez pas cette vérification dans les 24 heures,
votre compte sera temporairement suspendu.

Cordialement,
Service Sécurité Banque Populaire",1,bank
"Objet: Confirmation de votre commande #44049

Bonjour,

Nous vous remercions pour votre commande passée le 27/04/2026.

📦 Récapitulatif :
- Produit: iPhone 15 Pro
- Quantité: 2
- Montant: 335.00€

Suivre ma commande : https://www.amazon.fr/gp/help/customer/account/tracking

Service Client",0,order
"Objet: Confirmation de votre rendez-vous

Bonjour,

Votre rendez-vous du 30/04/2026 à 10h38 est confirmé.

📍 Adresse: 184 rue de Lyon
👤 Avec: Votre conseiller

Modifier mon rendez-vous : https://www.amazon.fr/gp/help/customer/account/booking

À bientôt !",0,appointment
"Objet: Réinitialisation de votre mot de passe

Bonjour,

Une demande de réinitialisation de mot de passe a été effectuée.

🔑 Réinitialiser mon mot de passe : https://www.laposte.fr/suivi/reset-password

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email.

Ce lien expire dans 24 heures.",0,password
"Objet: Offres exclusives pour nos abonnés

Bonjour,

Profitez de -20% sur toute la collection avec le code : PROMO20

Valable jusqu'au 28/05/2026.

🎁 Voir les offres : https://www.amazon.fr/gp/help/customer/account

L'équipe",0,promo
"Objet: Rappel: Votre rendez-vous demain

Bonjour,

Ceci est un rappel pour votre rendez-vous de demain à 10h51.

N'oubliez pas d'apporter vos documents.

Voir les détails : https://www.netflix.com/login

Bonne journée.",0,reminder
